temperature,ph,dissolvedOxygen,ammonia,status_label,growth_index
29.9039,8.4241,15.0416,0.02468,Low,94.5
29.8242,8.3984,10.4058,0.02407,Low,94.5
18.7406,6.5916,10.9409,0.02428,Low,94.5
27.9436,8.4749,9.0665,0.01815,Low,115.50000000000001
28.0045,8.8547,9.9062,0.03289,Low,94.5
24.3321,6.1441,7.6628,0.03839,Low,115.50000000000001
29.4283,5.5829,18.564,0.01678,Low,94.5
21.6713,6.4012,8.2901,0.02264,Low,94.5
29.076,6.1144,5.2307,0.03885,Low,72.0
19.1673,7.3759,8.3349,0.03515,Low,94.5
18.9718,6.8469,15.8204,0.03269,Low,94.5
23.6167,5.7535,7.781,0.03872,Low,94.5
30.3861,8.572,12.7183,0.02818,Low,94.5
21.9081,8.8189,11.753,0.03707,Low,94.5
27.7616,8.6358,7.6712,0.02579,Low,115.50000000000001
23.4785,7.0056,17.2274,0.0433,Low,94.5
18.4894,5.9572,19.5541,0.0285,Low,94.5
28.5354,6.4689,8.9384,0.03784,Low,94.5
26.5377,7.4576,9.617,0.02915,Low,115.50000000000001
29.161,7.138,18.7337,0.03255,Low,94.5
27.222,6.2771,6.4151,0.02597,Low,115.50000000000001
20.3086,8.7186,15.8879,0.02959,Low,94.5
26.1521,8.5465,5.2943,0.02144,Low,88.00000000000001
21.2289,5.9542,6.3686,0.03534,Low,94.5
28.4332,8.3442,13.0179,0.01964,Low,94.5
18.8415,5.5665,19.4307,0.02192,Low,94.5
26.6888,6.4284,15.8125,0.03446,Low,115.50000000000001
19.4243,7.8241,9.9221,0.01596,Low,94.5
29.5321,8.2141,7.1874,0.02617,Low,94.5
23.0457,7.7979,6.3035,0.03268,Low,94.5
23.0853,5.8272,13.4296,0.02396,Low,94.5
18.3974,8.2812,5.4996,0.03089,Low,72.0
19.0667,7.6146,9.7047,0.0167,Low,94.5
20.5615,6.1775,15.4603,0.01729,Low,94.5
18.01,6.9651,13.0169,0.03042,Low,94.5
21.384,5.5878,8.9828,0.01966,Low,94.5
25.0637,6.8279,16.3121,0.02089,Low,115.50000000000001
19.9003,8.3837,8.0362,0.03604,Low,94.5
30.0428,6.878,14.6549,0.01711,Low,94.5
23.0846,7.3777,8.9352,0.02442,Low,94.5
22.7313,5.8931,5.4149,0.02083,Low,72.0
27.6169,7.9256,5.21,0.03184,Low,88.00000000000001
23.7832,8.1901,10.1135,0.03185,Low,94.5
27.324,6.3974,19.383,0.03887,Low,115.50000000000001
23.0713,6.181,16.9381,0.02687,Low,94.5
22.7569,8.261,10.5952,0.03939,Low,94.5
27.2938,5.8047,12.655,0.0199,Low,115.50000000000001
30.3987,6.7921,19.4184,0.01538,Low,94.5
20.4495,7.4251,17.4776,0.0277,Low,94.5
21.9834,8.6897,17.1349,0.04376,Low,94.5
20.3846,6.6211,6.5293,0.04344,Low,94.5
23.1591,5.9005,18.3769,0.04037,Low,94.5
22.2824,7.1646,11.6208,0.02703,Low,94.5
22.8214,8.9258,15.7723,0.03728,Low,94.5
29.4617,7.9355,14.3143,0.03487,Low,94.5
23.4157,8.19,5.3779,0.03495,Low,72.0
23.4439,6.8971,13.0878,0.02173,Low,94.5
21.2124,5.8343,8.401,0.03581,Low,94.5
27.5041,6.5448,6.6702,0.03207,Low,115.50000000000001
24.8237,8.592,7.9313,0.03629,Low,115.50000000000001
20.7028,7.2655,14.818,0.02149,Low,94.5
23.1384,8.5572,16.8249,0.01641,Low,94.5
23.7648,7.5192,8.277,0.04057,Low,94.5
21.5491,6.5365,12.5293,0.0221,Low,94.5
26.2668,7.889,16.8069,0.01643,Low,115.50000000000001
27.0522,8.505,18.6346,0.01981,Low,115.50000000000001
19.8691,6.2992,14.0547,0.0276,Low,94.5
18.2905,7.0588,14.5988,0.03273,Low,94.5
23.0479,7.2977,6.2208,0.04267,Low,94.5
24.1318,7.7361,8.2685,0.01817,Low,115.50000000000001
23.7012,7.3906,7.8108,0.02672,Low,94.5
26.5106,8.4046,15.3276,0.01703,Low,115.50000000000001
26.1658,8.771,18.2809,0.01799,Low,115.50000000000001
24.3847,8.8053,9.2985,0.04451,Low,115.50000000000001
18.4853,8.1325,10.921,0.02241,Low,94.5
19.7344,5.6132,12.4479,0.037,Low,94.5
26.0174,8.2139,9.007,0.02623,Low,115.50000000000001
18.1601,6.9896,16.2329,0.02626,Low,94.5
22.0073,6.2498,9.6849,0.0284,Low,94.5
27.7567,7.9654,7.0306,0.01706,Low,115.50000000000001
29.4286,7.5779,6.8934,0.02908,Low,94.5
30.161,8.0635,14.9448,0.03063,Low,94.5
30.844,5.7179,19.6732,0.02956,Low,94.5
28.8326,7.2182,12.6525,0.0292,Low,94.5
27.9003,5.824,19.0045,0.0275,Low,115.50000000000001
25.7185,8.5053,14.504,0.04401,Low,115.50000000000001
19.9694,7.172,6.7223,0.03793,Low,94.5
25.9725,7.3149,12.0907,0.03585,Low,115.50000000000001
20.2022,8.1079,15.4259,0.02975,Low,94.5
24.7292,5.9905,18.2913,0.02086,Low,115.50000000000001
22.4096,8.6304,14.1489,0.01879,Low,94.5
22.4739,5.5671,13.4409,0.04037,Low,94.5
26.9515,6.9494,13.0478,0.04407,Low,115.50000000000001
19.6285,7.0247,12.2033,0.03532,Low,94.5
26.51,8.0742,19.4253,0.01622,Low,115.50000000000001
30.356,6.8019,8.4573,0.03776,Low,94.5
20.9081,6.2271,11.3845,0.03939,Low,94.5
18.4493,8.2082,10.4455,0.04152,Low,94.5
19.5385,6.2144,5.9702,0.03455,Low,94.5
23.3886,7.584,12.6517,0.04249,Low,94.5
24.1472,7.7592,15.9095,0.03254,Low,115.50000000000001
24.6043,8.6312,19.8956,0.034,Low,115.50000000000001
27.544,8.4738,6.703,0.02618,Low,115.50000000000001
21.6605,8.26,7.6321,0.04393,Low,94.5
21.8337,8.0197,17.3594,0.04219,Low,94.5
28.1561,8.4916,14.4882,0.01953,Low,94.5
18.0594,8.9419,9.4716,0.02504,Low,94.5
29.636,8.2323,18.4538,0.02208,Low,94.5
23.498,8.9526,14.3537,0.03294,Low,94.5
22.9608,6.1024,6.2519,0.02332,Low,94.5
24.02,7.2447,8.0868,0.02651,Low,115.50000000000001
22.9063,8.9551,12.6312,0.01758,Low,94.5
26.2463,8.5116,13.5538,0.01649,Low,115.50000000000001
28.2014,7.8489,5.7399,0.02277,Low,94.5
28.2775,6.7555,12.365,0.04061,Low,94.5
21.1674,6.8866,17.2522,0.03765,Low,94.5
29.3145,6.5176,13.5389,0.01518,Low,94.5
27.8315,7.512,7.671,0.03601,Low,115.50000000000001
21.4594,5.9787,8.326,0.04241,Low,94.5
22.4943,6.7364,5.8697,0.0161,Low,94.5
26.8284,8.1936,6.5365,0.02632,Low,115.50000000000001
28.7521,8.7958,8.5397,0.03802,Low,94.5
30.5643,7.4903,18.3415,0.02713,Low,94.5
21.1816,6.6551,10.3236,0.039,Low,94.5
18.0387,7.4699,19.854,0.04364,Low,94.5
26.956,7.7097,15.6246,0.01555,Low,115.50000000000001
30.7939,6.9187,10.504,0.01603,Low,94.5
24.2819,6.0462,11.2387,0.02314,Low,115.50000000000001
24.6023,6.3413,5.7938,0.02224,Low,115.50000000000001
22.8659,6.1551,12.9459,0.0225,Low,94.5
26.9145,8.7063,8.933,0.02549,Low,115.50000000000001
18.1166,8.6807,5.0269,0.03718,Low,72.0
27.6841,7.9574,8.4273,0.02213,Low,115.50000000000001
23.8631,6.7736,19.8563,0.02371,Low,94.5
22.7941,8.9995,17.1431,0.02563,Low,94.5
20.8574,8.2106,12.2337,0.02163,Low,94.5
27.2207,7.7179,8.3795,0.04352,Low,115.50000000000001
24.5206,7.4615,17.7117,0.02139,Low,115.50000000000001
25.2046,5.9614,12.3531,0.02449,Low,115.50000000000001
21.5761,7.9094,13.5549,0.03559,Low,94.5
27.9876,8.2185,18.8177,0.02349,Low,115.50000000000001
28.0911,6.4535,15.9687,0.02758,Low,94.5
19.4274,6.7957,13.1773,0.04012,Low,94.5
24.0678,7.7937,17.1245,0.03077,Low,115.50000000000001
23.8412,7.0316,9.908,0.03962,Low,94.5
30.0175,7.62,11.6821,0.03253,Low,94.5
21.1021,7.3595,5.0449,0.02973,Low,72.0
20.8946,8.7758,7.8396,0.01568,Low,94.5
29.5279,5.6785,9.9035,0.04388,Low,94.5
21.6349,7.5332,11.6646,0.02065,Low,94.5
27.2963,7.8819,10.0095,0.03336,Low,115.50000000000001
22.1326,7.1135,9.041,0.04077,Low,94.5
21.3595,8.4281,10.6374,0.03444,Low,94.5
25.8762,8.6517,13.9897,0.0332,Low,115.50000000000001
28.5004,8.2486,10.31,0.02275,Low,94.5
30.4779,8.6561,14.5209,0.01932,Low,94.5
20.305,7.239,16.7306,0.02019,Low,94.5
28.4534,8.8971,7.8987,0.03511,Low,94.5
30.6343,7.1333,19.7957,0.03379,Low,94.5
29.0063,7.5714,15.1293,0.01613,Low,94.5
27.5271,8.0891,14.1825,0.03129,Low,115.50000000000001
23.2487,8.1941,19.9186,0.02404,Low,94.5
23.713,8.6054,10.3758,0.01589,Low,94.5
21.0425,5.8672,15.7739,0.01624,Low,94.5
19.95,7.4322,11.3689,0.01973,Low,94.5
24.7717,8.2788,18.8712,0.04203,Low,115.50000000000001
28.7131,6.8409,17.2705,0.02573,Low,94.5
23.4935,7.1489,19.5556,0.03123,Low,94.5
29.0653,5.68,8.8448,0.02154,Low,94.5
29.3052,7.2175,13.3504,0.02521,Low,94.5
19.5295,7.1749,12.1132,0.03566,Low,94.5
24.8025,7.9003,8.5329,0.03235,Low,115.50000000000001
26.8027,7.0335,12.0481,0.03689,Low,115.50000000000001
25.5461,5.5524,13.8583,0.04021,Low,115.50000000000001
29.1071,5.8702,8.8598,0.02604,Low,94.5
30.0595,8.6525,9.1066,0.02463,Low,94.5
19.4539,7.7255,16.7106,0.03832,Low,94.5
18.4545,8.1676,11.6741,0.04003,Low,94.5
24.444,5.9893,18.5934,0.04433,Low,115.50000000000001
21.3668,7.9476,7.9823,0.03698,Low,94.5
19.8044,8.5999,14.2755,0.0303,Low,94.5
29.2125,6.336,16.5694,0.03326,Low,94.5
20.6439,5.7902,17.2076,0.03264,Low,94.5
18.6547,7.7092,6.0519,0.03349,Low,94.5
25.7664,8.6198,19.5081,0.04178,Low,115.50000000000001
23.7563,8.8878,17.3458,0.0286,Low,94.5
21.4181,6.1205,19.1708,0.02378,Low,94.5
30.8426,6.5388,12.281,0.03512,Low,94.5
19.9403,8.8654,7.1485,0.03317,Low,94.5
24.0524,7.9971,11.2574,0.0228,Low,115.50000000000001
28.2116,8.2183,17.7031,0.01861,Low,94.5
24.5508,7.7611,7.4437,0.0204,Low,115.50000000000001
24.0886,7.4733,16.8507,0.04139,Low,115.50000000000001
24.0182,5.5724,11.4958,0.03473,Low,115.50000000000001
27.0954,6.5746,8.6775,0.04252,Low,115.50000000000001
25.7927,6.1319,5.0664,0.0377,Low,88.00000000000001
28.9075,7.969,15.4507,0.03672,Low,94.5
27.6335,6.2827,18.506,0.04107,Low,115.50000000000001
25.3081,8.8969,11.2808,0.02855,Low,115.50000000000001
21.4348,8.3827,13.3396,0.03456,Low,94.5
26.6704,7.28,9.3403,0.01535,Low,115.50000000000001
28.9026,8.0502,6.253,0.01958,Low,94.5
18.0175,8.2646,13.3152,0.0359,Low,94.5
24.1258,7.9477,9.8085,0.01557,Low,115.50000000000001
29.1473,6.9904,16.0055,0.03545,Low,94.5
28.307,7.1478,6.223,0.03147,Low,94.5
25.7308,5.7111,12.0181,0.02456,Low,115.50000000000001
24.138,7.7274,5.1724,0.03446,Low,88.00000000000001
28.7979,7.7636,19.1537,0.0311,Low,94.5
22.3923,8.2883,18.3452,0.04049,Low,94.5
20.5213,7.7882,13.818,0.02743,Low,94.5
18.7335,6.1827,15.8568,0.02721,Low,94.5
24.5862,6.8596,14.3794,0.04111,Low,115.50000000000001
29.4139,8.2568,17.0999,0.0214,Low,94.5
30.7018,8.4161,7.5294,0.0404,Low,94.5
28.8522,6.1952,6.2478,0.04288,Low,94.5
28.7678,6.1763,10.8227,0.04255,Low,94.5
24.5041,5.8537,6.9595,0.03312,Low,115.50000000000001
19.3807,7.0735,12.9505,0.02764,Low,94.5
27.0952,7.3494,19.53,0.02875,Low,115.50000000000001
25.2704,7.0331,10.8409,0.02199,Low,115.50000000000001
30.686,5.533,8.5749,0.02412,Low,94.5
20.6933,7.3061,9.9598,0.0185,Low,94.5
24.3943,6.4135,18.8574,0.02343,Low,115.50000000000001
29.3929,8.7198,9.1389,0.04136,Low,94.5
25.1295,5.8335,7.8888,0.03471,Low,115.50000000000001
27.1655,7.4046,6.5875,0.01596,Low,115.50000000000001
28.6627,7.9468,15.8825,0.03928,Low,94.5
21.8928,7.4,13.0974,0.03903,Low,94.5
18.842,7.2951,13.5234,0.02952,Low,94.5
22.9989,8.5329,12.7895,0.03837,Low,94.5
29.9603,8.0047,7.4185,0.03647,Low,94.5
26.1925,8.7125,6.51,0.02809,Low,115.50000000000001
23.7702,8.8263,14.6399,0.02491,Low,94.5
19.3662,8.7401,13.911,0.0346,Low,94.5
30.4312,6.6412,15.4174,0.04349,Low,94.5
29.6758,5.6133,10.2336,0.01814,Low,94.5
27.0201,5.9769,18.0445,0.03645,Low,115.50000000000001
18.8697,7.9575,14.1039,0.04454,Low,94.5
24.1892,7.6113,11.4976,0.03722,Low,115.50000000000001
21.3282,7.949,6.1888,0.02116,Low,94.5
24.1503,6.1277,5.6823,0.03572,Low,115.50000000000001
28.8513,7.4079,5.2339,0.01672,Low,72.0
29.0233,6.8641,12.2402,0.03835,Low,94.5
23.3563,8.3497,14.9402,0.03333,Low,94.5
28.5156,8.7036,13.7923,0.042,Low,94.5
30.0097,8.488,8.4716,0.04488,Low,94.5
21.5623,5.8132,6.0521,0.0279,Low,94.5
18.4433,6.7966,9.8144,0.03002,Low,94.5
22.2118,7.3748,19.2677,0.02824,Low,94.5
18.4248,8.0234,11.6207,0.03749,Low,94.5
18.9371,6.7047,7.9714,0.04499,Low,94.5
24.7468,8.7319,11.4914,0.04439,Low,115.50000000000001
27.3847,8.286,14.1643,0.01987,Low,115.50000000000001
28.5621,5.7925,15.6349,0.01836,Low,94.5
24.0241,5.7098,15.9359,0.02653,Low,115.50000000000001
23.7927,7.5614,12.8587,0.01825,Low,94.5
19.1748,7.962,7.787,0.03368,Low,94.5
30.9403,6.4382,17.0782,0.01519,Low,94.5
19.1889,7.2373,6.9498,0.03553,Low,94.5
27.9869,6.9919,12.6079,0.02759,Low,115.50000000000001
29.5926,6.8539,9.2026,0.03817,Low,94.5
22.1608,5.5217,12.2189,0.02819,Low,94.5
20.8689,8.3062,13.9018,0.01885,Low,94.5
18.7141,8.8168,14.8812,0.01587,Low,94.5
28.8475,6.5581,14.0299,0.02786,Low,94.5
24.9064,6.2812,5.4133,0.01563,Low,88.00000000000001
24.699,8.1727,17.4406,0.02488,Low,115.50000000000001
30.7776,8.9079,13.6017,0.02153,Low,94.5
28.4968,7.9616,16.0011,0.04443,Low,94.5
20.6386,5.8213,6.073,0.01967,Low,94.5
24.7706,7.2627,12.3244,0.0429,Low,115.50000000000001
22.1011,7.7241,17.6682,0.0179,Low,94.5
19.6092,6.7191,11.074,0.03635,Low,94.5
23.3169,7.5547,15.6986,0.01569,Low,94.5
18.6034,8.4995,17.3495,0.01909,Low,94.5
18.8543,7.3024,14.3732,0.03745,Low,94.5
29.6499,8.1042,17.7344,0.0267,Low,94.5
25.8702,8.2996,12.1575,0.01792,Low,115.50000000000001
19.1335,7.4775,17.0064,0.03761,Low,94.5
24.6092,6.5764,17.6165,0.02176,Low,115.50000000000001
26.8031,8.7238,17.0811,0.02104,Low,115.50000000000001
20.7696,6.3556,19.2985,0.02201,Low,94.5
25.1354,7.848,13.9811,0.01998,Low,115.50000000000001
28.424,6.1065,16.0836,0.02468,Low,94.5
22.2458,6.7019,6.8383,0.04482,Low,94.5
21.3,8.7257,14.5213,0.01582,Low,94.5
25.9628,6.6782,18.0677,0.01547,Low,115.50000000000001
30.1197,7.1941,7.9121,0.0308,Low,94.5
26.0893,7.1268,7.027,0.04085,Low,115.50000000000001
22.4294,7.9902,13.6942,0.02843,Low,94.5
27.6152,6.1219,15.9152,0.03322,Low,115.50000000000001
23.9721,5.8973,7.9244,0.02688,Low,94.5
30.084,7.0454,19.6725,0.03321,Low,94.5
19.2028,7.12,11.6073,0.03671,Low,94.5
30.9042,5.7799,19.6067,0.04432,Low,94.5
28.2164,8.7222,17.0143,0.0422,Low,94.5
29.3644,8.6875,7.2638,0.02174,Low,94.5
25.202,6.35,11.111,0.01897,Low,115.50000000000001
20.2583,5.7805,9.9111,0.02809,Low,94.5
28.8972,7.4423,10.7846,0.02148,Low,94.5
27.2298,5.8293,17.5135,0.03991,Low,115.50000000000001
28.1977,8.0625,8.3823,0.03084,Low,94.5
19.9693,8.6497,14.3169,0.0371,Low,94.5
21.1926,8.9089,13.5317,0.04296,Low,94.5
23.5308,8.0405,18.5524,0.02973,Low,94.5
20.165,7.7688,6.0556,0.03451,Low,94.5
19.6286,6.5652,19.7084,0.02859,Low,94.5
26.2451,8.6103,11.9387,0.04467,Low,115.50000000000001
28.7408,7.851,9.3871,0.02885,Low,94.5
24.3197,7.5976,15.8991,0.03745,Low,115.50000000000001
19.0488,6.4081,8.0126,0.03967,Low,94.5
26.821,7.2752,8.7489,0.03564,Low,115.50000000000001
19.7214,6.1992,10.4673,0.02652,Low,94.5
24.168,7.6191,15.6963,0.03308,Low,115.50000000000001
26.4475,7.5645,10.803,0.03393,Low,115.50000000000001
26.0375,7.6227,5.2399,0.03781,Low,88.00000000000001
21.9769,5.8426,19.8221,0.03522,Low,94.5
28.9323,8.0357,8.4084,0.02853,Low,94.5
21.2221,7.7239,19.1713,0.02638,Low,94.5
27.7197,6.8668,6.6459,0.02554,Low,115.50000000000001
18.9644,6.8638,12.5834,0.0227,Low,94.5
19.0529,6.0296,11.3118,0.03164,Low,94.5
25.2117,7.4651,10.4486,0.04331,Low,115.50000000000001
22.0822,8.3431,5.1425,0.018,Low,72.0
29.7442,8.1231,12.5844,0.03547,Low,94.5
19.6946,8.3331,8.2623,0.04021,Low,94.5
21.8746,8.164,6.8043,0.02515,Low,94.5
22.3799,5.5985,8.9593,0.01846,Low,94.5
25.132,7.528,16.0265,0.01728,Low,115.50000000000001
23.2123,7.1711,8.7728,0.02011,Low,94.5
30.0329,5.52,18.3614,0.0218,Low,94.5
25.9573,7.345,7.98,0.0289,Low,115.50000000000001
26.3022,6.9343,15.2542,0.02807,Low,115.50000000000001
25.4639,7.8192,5.3949,0.02576,Low,88.00000000000001
19.6628,7.1335,15.6483,0.03324,Low,94.5
26.3644,5.7922,10.2225,0.04389,Low,115.50000000000001
30.5956,6.2955,11.9349,0.03321,Low,94.5
20.8653,6.0852,5.7135,0.02433,Low,94.5
24.7912,6.6179,9.5638,0.0324,Low,115.50000000000001
25.1214,8.0929,8.6868,0.04407,Low,115.50000000000001
20.6936,7.9341,13.0677,0.01932,Low,94.5
19.5067,6.7926,17.1441,0.01586,Low,94.5
30.4324,7.9281,9.9887,0.02493,Low,94.5
26.5814,6.7832,12.1013,0.02751,Low,115.50000000000001
26.0764,6.9326,11.506,0.03755,Low,115.50000000000001
21.6376,8.8758,17.3281,0.03468,Low,94.5
29.5285,5.7814,10.2404,0.03339,Low,94.5
19.2688,7.4606,11.0617,0.02033,Low,94.5
19.9682,6.9207,13.4173,0.02736,Low,94.5
27.9283,8.4617,12.3226,0.02553,Low,115.50000000000001
29.9029,7.4917,17.6617,0.04093,Low,94.5
30.7175,7.037,5.7335,0.03098,Low,94.5
28.429,6.671,11.7118,0.03898,Low,94.5
27.9015,6.1813,11.0631,0.02106,Low,115.50000000000001
26.4736,8.1904,16.7955,0.03761,Low,115.50000000000001
22.5503,6.2179,11.3395,0.01681,Low,94.5
25.5788,8.9498,8.4363,0.04011,Low,115.50000000000001
20.4372,8.7948,6.9245,0.04182,Low,94.5
21.2011,6.4707,8.8153,0.02084,Low,94.5
28.9861,6.3307,14.7851,0.04147,Low,94.5
26.3169,8.3114,16.3211,0.03446,Low,115.50000000000001
18.147,8.4811,15.1117,0.01991,Low,94.5
30.0863,7.4437,5.6545,0.0232,Low,94.5
27.4303,6.3744,14.4505,0.02629,Low,115.50000000000001
27.5025,7.2033,14.8317,0.01986,Low,115.50000000000001
28.9657,8.1682,12.76,0.01552,Low,94.5
20.5108,8.8616,12.9205,0.02472,Low,94.5
22.3447,8.8082,10.983,0.02028,Low,94.5
25.8831,5.8876,19.8886,0.01852,Low,115.50000000000001
27.7432,5.759,15.7002,0.01898,Low,115.50000000000001
18.633,6.5817,15.1147,0.0441,Low,94.5
27.9,6.7872,5.0167,0.04301,Low,88.00000000000001
18.1535,7.8584,7.334,0.02866,Low,94.5
29.1317,5.8724,9.8038,0.043,Low,94.5
24.3674,6.5754,9.4727,0.03058,Low,115.50000000000001
29.0856,5.6792,18.3635,0.02343,Low,94.5
28.5804,6.5992,9.8164,0.01801,Low,94.5
19.8859,6.1425,9.0854,0.02321,Low,94.5
28.0271,7.4306,16.5952,0.03817,Low,94.5
21.647,8.4895,13.0706,0.04276,Low,94.5
20.1967,8.1913,16.2628,0.04104,Low,94.5
19.487,6.5917,7.7541,0.02502,Low,94.5
22.1372,8.0049,17.3687,0.04355,Low,94.5
25.0886,7.3168,9.5768,0.0374,Low,115.50000000000001
25.9365,7.2634,19.6171,0.04328,Low,115.50000000000001
28.3931,6.8781,19.479,0.03858,Low,94.5
30.4,5.9225,10.8815,0.02389,Low,94.5
27.0253,5.9113,13.8652,0.0426,Low,115.50000000000001
25.0232,8.784,9.0363,0.03976,Low,115.50000000000001
28.919,8.8573,8.9466,0.01664,Low,94.5
19.1884,8.3954,14.7099,0.02629,Low,94.5
20.5261,7.6932,18.0181,0.03411,Low,94.5
27.1523,7.0482,6.6145,0.01637,Low,115.50000000000001
18.5249,6.6648,6.905,0.03195,Low,94.5
27.8361,6.9374,8.8746,0.02915,Low,115.50000000000001
21.1444,8.4381,5.3353,0.02092,Low,72.0
22.7738,7.8655,19.1568,0.03743,Low,94.5
20.6216,6.2941,9.7066,0.01681,Low,94.5
29.0254,8.3894,5.0584,0.0205,Low,72.0
22.0868,7.9712,14.8333,0.0286,Low,94.5
27.2072,7.6289,6.9605,0.03214,Low,115.50000000000001
21.5733,8.9465,12.3497,0.03853,Low,94.5
23.8394,8.664,18.3728,0.0391,Low,94.5
20.0115,7.7574,13.7709,0.01767,Low,94.5
23.0845,6.9196,18.2584,0.02217,Low,94.5
29.6904,5.5505,5.9747,0.0204,Low,94.5
23.5151,7.8703,19.1664,0.03232,Low,94.5
28.1061,6.9468,19.6786,0.02115,Low,94.5
25.1336,7.0507,7.0002,0.01543,Low,115.50000000000001
30.5424,6.9788,7.1988,0.03765,Low,94.5
24.5615,8.853,13.158,0.01622,Low,115.50000000000001
20.0418,8.45,17.8994,0.03285,Low,94.5
28.6881,5.5249,13.3079,0.01961,Low,94.5
20.4963,8.4795,18.0305,0.01806,Low,94.5
19.5394,7.4275,14.0354,0.04463,Low,94.5
24.154,7.1289,5.2064,0.02105,Low,88.00000000000001
25.5382,7.2403,19.8463,0.02209,Low,115.50000000000001
20.2495,8.5049,10.0522,0.01944,Low,94.5
20.7596,5.5807,12.9012,0.03015,Low,94.5
27.8311,6.1741,9.7107,0.02323,Low,115.50000000000001
22.5739,7.9732,13.6108,0.04215,Low,94.5
26.8094,6.6087,17.4305,0.03322,Low,115.50000000000001
22.387,6.3718,11.619,0.02418,Low,94.5
20.3548,8.4753,17.859,0.02989,Low,94.5
22.324,8.4707,8.2297,0.01843,Low,94.5
23.5716,6.7631,13.4771,0.04462,Low,94.5
25.0414,6.9862,19.1293,0.04102,Low,115.50000000000001
22.13,8.3052,8.7642,0.02391,Low,94.5
21.8575,7.0761,5.4596,0.03407,Low,72.0
22.1101,6.7252,17.1508,0.03632,Low,94.5
28.4305,8.9474,19.5731,0.02203,Low,94.5
24.2672,8.6253,13.5704,0.03751,Low,115.50000000000001
26.5803,7.5247,10.6521,0.04017,Low,115.50000000000001
18.0056,6.5816,18.7731,0.03035,Low,94.5
24.3961,7.3232,9.5021,0.01854,Low,115.50000000000001
27.7562,6.3043,6.361,0.0397,Low,115.50000000000001
18.8058,8.3717,14.1738,0.02719,Low,94.5
25.3066,7.7874,6.6858,0.0328,Low,115.50000000000001
21.0274,7.47,5.5473,0.02574,Low,94.5
28.8559,5.9043,17.4017,0.01889,Low,94.5
23.2336,7.0721,10.4134,0.02625,Low,94.5
29.6765,8.4606,14.8713,0.03063,Low,94.5
18.556,7.5028,19.4285,0.01742,Low,94.5
23.3737,7.6761,11.0365,0.03072,Low,94.5
30.7363,8.6391,14.682,0.036,Low,94.5
22.3694,8.1147,11.8239,0.04098,Low,94.5
30.4912,8.9392,18.1565,0.03935,Low,94.5
29.2245,6.3137,13.7913,0.03817,Low,94.5
19.7807,6.3028,18.0742,0.04031,Low,94.5
28.67,8.0615,19.3949,0.0406,Low,94.5
27.603,7.1224,10.1265,0.02882,Low,115.50000000000001
23.0476,8.4422,17.5379,0.0189,Low,94.5
26.0662,8.9006,13.9276,0.03891,Low,115.50000000000001
28.1842,5.6458,17.2515,0.03169,Low,94.5
29.7794,5.6453,14.2893,0.0248,Low,94.5
23.8607,7.5153,14.321,0.03043,Low,94.5
29.2867,5.6145,14.6706,0.04262,Low,94.5
20.0946,5.9232,18.3711,0.03857,Low,94.5
23.099,7.0369,5.5728,0.0335,Low,94.5
28.7265,5.8031,7.9039,0.01535,Low,94.5
30.7411,7.9985,10.3428,0.03111,Low,94.5
28.0707,8.9154,11.8101,0.04416,Low,94.5
19.8603,8.92,12.483,0.03569,Low,94.5
20.9062,7.6097,15.2568,0.02483,Low,94.5
19.4888,6.2291,18.3117,0.02219,Low,94.5
20.5885,7.8086,13.4211,0.03466,Low,94.5
27.655,7.7834,7.0993,0.02442,Low,115.50000000000001
24.0412,6.2775,9.2326,0.01546,Low,115.50000000000001
29.0585,8.1519,8.6019,0.0407,Low,94.5
26.8975,8.3327,11.9861,0.01633,Low,115.50000000000001
26.6987,7.8707,17.9023,0.03549,Low,115.50000000000001
21.4921,8.3249,19.2424,0.01602,Low,94.5
21.562,8.299,12.029,0.01816,Low,94.5
28.1285,5.518,6.693,0.01559,Low,94.5
26.4986,7.5451,10.1229,0.02621,Low,115.50000000000001
19.2293,8.676,9.9484,0.02425,Low,94.5
30.3866,8.2864,13.999,0.03256,Low,94.5
25.5158,8.8936,8.7984,0.02646,Low,115.50000000000001
25.5792,8.0455,8.8398,0.03393,Low,115.50000000000001
24.1445,6.5637,13.2531,0.02432,Low,115.50000000000001
28.6594,6.8497,8.4688,0.03411,Low,94.5
29.1396,6.517,19.2121,0.03421,Low,94.5
26.4931,5.8789,15.4013,0.01666,Low,115.50000000000001
18.807,6.4598,9.7763,0.02059,Low,94.5
24.4426,6.4156,7.8444,0.01505,Low,115.50000000000001
18.497,6.4715,14.0379,0.02022,Low,94.5
27.0196,8.8031,11.5757,0.0229,Low,115.50000000000001
21.1698,7.4968,11.875,0.03956,Low,94.5
18.5387,7.4609,8.6436,0.02802,Low,94.5
22.574,8.7432,13.6679,0.03032,Low,94.5
19.7918,8.0958,7.6645,0.03303,Low,94.5
18.1676,7.0648,10.0209,0.02747,Low,94.5
22.9161,8.6593,12.9631,0.02345,Low,94.5
19.86,8.6988,19.3802,0.03532,Low,94.5
19.422,5.8738,5.6883,0.01592,Low,94.5
29.027,6.9555,12.2829,0.0291,Low,94.5
29.6245,7.932,18.2456,0.03192,Low,94.5
26.9678,7.7226,5.8164,0.02038,Low,115.50000000000001
30.5791,8.9556,5.0913,0.01636,Low,72.0
